"";"pop_Total";"pop_Y0-14";"pop_Y15-24";"pop_Y25-64";"pop_Y65-74";"pop_YGE75";"ARPR";"low_work";"rooms_pp";"mat_depriv";"ARPR_socexcl";"emp_Y15-24_ED0-2";"emp_Y25-64_ED0-2";"emp_Y15-24_ED3-4";"emp_Y25-64_ED3-4";"emp_Y15-24_ED5-8";"emp_Y25-64_ED5-8";"emp_TF";"emp_TP";"emp_Y15-24";"emp_Y25-64";"emp_YGE65";"emp_Y15-24_NaceA";"emp_Y25-64_NaceA";"emp_Y15-24_NaceB-E";"emp_Y25-64_NaceB-E";"emp_Y15-24_NaceF";"emp_Y25-64_NaceF";"emp_Y15-24_NaceG-I";"emp_Y25-64_NaceG-I";"emp_Y15-24_NaceJ";"emp_Y25-64_NaceJ";"emp_Y15-24_NaceK";"emp_Y25-64_NaceK";"emp_Y15-24_NaceL";"emp_Y25-64_NaceL";"emp_Y15-24_NaceM_N";"emp_Y25-64_NaceM_N";"emp_Y15-24_NaceO-Q";"emp_Y25-64_NaceO-Q";"emp_Y15-24_NaceR-U";"emp_Y25-64_NaceR-U";"unemp_Y15-24";"unemp_YGE25";"GDP";"GVAgr";"disp_income";"training";"earn_OC1_NaceB-F";"earn_OC2_NaceB-F";"earn_OC3_NaceB-F";"earn_OC4_NaceB-F";"earn_OC5_NaceB-F";"earn_OC6_NaceB-F";"earn_OC7_NaceB-F";"earn_OC8_NaceB-F";"earn_OC9_NaceB-F";"earn_OC1_NaceG-N";"earn_OC2_NaceG-N";"earn_OC3_NaceG-N";"earn_OC4_NaceG-N";"earn_OC5_NaceG-N";"earn_OC6_NaceG-N";"earn_OC7_NaceG-N";"earn_OC8_NaceG-N";"earn_OC9_NaceG-N";"earn_OC1_NaceP-S";"earn_OC2_NaceP-S";"earn_OC3_NaceP-S";"earn_OC4_NaceP-S";"earn_OC5_NaceP-S";"earn_OC6_NaceP-S";"earn_OC7_NaceP-S";"earn_OC8_NaceP-S";"earn_OC9_NaceP-S";"expend_ED5-8"
"AT32";534185;14.7842039742786;11.9548471035315;55.6002134092122;10.1326319533495;7.52810355962822;NA;NA;NA;NA;NA;29.1176470588235;10.5790161079669;52.9411764705882;56.247279059643;17.6470588235294;33.1737048323901;46.6028588227356;18.0242701134469;53.2406319976198;77.3379841620428;4.87592881143935;NA;3.96168915977362;18.5294117647059;15.2808010448411;12.9411764705882;7.83630822812364;36.7647058823529;30.7357422725294;NA;2.1332172398781;NA;3.17805833696125;NA;NA;NA;8.92468437091859;11.1764705882353;23.1171092729647;NA;4.309969525468;NA;2.16440969997294;41600;NA;21100;12.8;27.7;20.59;16.59;14.25;9.91;NA;10.65;11.44;10.3;25.62;20.29;15.7;13.71;10.05;NA;9.81;11.04;8.63;23.28;18.4;14.64;12.89;11.13;NA;9.28;8.16;9.28;1.86
"AT33";721574;14.6363366751019;12.7210791963125;55.5013068652695;9.59014598641304;7.55113127690299;NA;NA;NA;NA;NA;29.2;13.8086062941554;55.6;56.4226075786769;15.2;29.7687861271676;46.8409101028541;18.8788458969678;54.4709778629946;77.7561094977814;6.14454227202535;NA;3.72511239563263;17;14.771997430957;14.6;9.02376364804111;35.8;31.2780989081567;NA;1.83044315992293;NA;4.04624277456647;NA;NA;8;7.51445086705202;13.6;23.4425176621708;NA;3.75722543352601;3.48614258323165;1.9587679349689;38000;NA;20400;13.5;27.7;20.59;16.59;14.25;9.91;NA;10.65;11.44;10.3;25.62;20.29;15.7;13.71;10.05;NA;9.81;11.04;8.63;23.28;18.4;14.64;12.89;11.13;NA;9.28;8.16;9.28;1.86
"AT34";375323;16.1354353450228;12.4298271089169;55.0467197587145;9.12494038468199;7.26307740266384;NA;NA;NA;NA;NA;33.0677290836653;14.2241379310345;52.191235059761;57.3891625615764;14.3426294820717;28.448275862069;47.8255879069088;18.6432837222568;53.8026236817285;78.6048605296148;5.69031670676985;NA;NA;28.6852589641434;26.9704433497537;14.7410358565737;8.43596059113301;27.0916334661355;23.8300492610837;NA;NA;NA;3.07881773399015;NA;NA;NA;7.94334975369458;13.1474103585657;21.4901477832512;NA;4.1256157635468;NA;1.7438167165592;38200;NA;21500;13.7;27.7;20.59;16.59;14.25;9.91;NA;10.65;11.44;10.3;25.62;20.29;15.7;13.71;10.05;NA;9.81;11.04;8.63;23.28;18.4;14.64;12.89;11.13;NA;9.28;8.16;9.28;1.86
"BE";11180840;16.9961738116277;11.9040877071848;53.264092858855;8.94754776921949;8.888097853113;15.5;14.5;2.2;5.9;21.2;17.3799411956877;17.8111280778775;54.2633126429271;37.8889100973468;28.3567461613852;44.2999618247757;41.6206042384956;13.2090209914344;22.9981434690457;70.376784124185;2.31674752717289;1.01274093433518;1.14287077686581;13.0676249591637;14.4111471654896;10.1600784057498;6.96697843099828;32.4403789611238;21.4210727238023;2.1234890558641;3.26636762740981;1.40476968311009;3.52405039129605;NA;0.660908570337851;9.67004246978112;10.9777629318572;24.109768049657;32.9643061652987;5.6844168572362;4.66214926512693;6.95729528008373;4.75431669528554;32500;1.3;17100;7.4;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE1";1172751;19.6440676665379;11.98105991809;55.1890384233311;6.41295552082241;6.77287847121853;NA;NA;NA;NA;NA;25.5707762557078;21.363073110285;43.8356164383562;23.8413878562577;30.5936073059361;54.7955390334572;39.2956222057927;10.5452716624215;15.5863011358784;62.3425984580443;2.97470851089972;NA;NA;NA;6.29491945477076;NA;6.69144981412639;34.703196347032;19.9752168525403;NA;5.35315985130112;NA;4.58488228004957;NA;0.842627013630731;15.5251141552511;17.3977695167286;24.2009132420091;26.8897149938042;NA;11.7719950433705;10.2485267742762;11.3642970054178;57000;1;15500;10.4;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE10";1172751;19.6440676665379;11.98105991809;55.1890384233311;6.41295552082241;6.77287847121853;NA;NA;NA;NA;NA;25.5707762557078;21.363073110285;43.8356164383562;23.8413878562577;30.5936073059361;54.7955390334572;39.2956222057927;10.5452716624215;15.5863011358784;62.3425984580443;2.97470851089972;NA;NA;NA;6.29491945477076;NA;6.69144981412639;34.703196347032;19.9752168525403;NA;5.35315985130112;NA;4.58488228004957;NA;0.842627013630731;15.5251141552511;17.3977695167286;24.2009132420091;26.8897149938042;NA;11.7719950433705;10.2485267742762;11.3642970054178;57000;1;15500;10.4;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE2";6421947;16.1901367295619;11.5518704841382;53.222005725055;9.51982319380711;9.51616386743771;NA;NA;NA;NA;NA;14.2355889724311;16.6751437849681;55.6390977443609;39.9428772643687;30.0751879699248;43.3819789506632;43.9730695340406;14.3216389001954;26.8920476373415;74.7800762400417;2.11864233472749;NA;1.1972299385735;15.0375939849624;16.2917172033335;10.0751879699248;6.99166634062365;32.8320802005013;22.4030674126531;2.15538847117794;3.30216362142494;1.50375939849624;3.48213936382488;NA;0.606440001565006;8.72180451127819;10.5442309949529;23.2080200501253;31.5387925975195;5.31328320802005;3.6464650416683;5.14925423431803;2.72507493335603;33000;1.5;18200;7.7;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE21";1806634;16.7621111968445;11.5957631706256;53.3034361137895;9.1707008724512;9.16798864628918;NA;NA;NA;NA;NA;11.8126272912424;15.7662152530292;54.3788187372709;39.3727726300784;33.8085539714868;44.8467569493942;43.1110499995516;13.406348361795;23.4375372924155;72.8454264702523;1.72042751114505;NA;0.59871703492516;12.4236252545825;16.9351389878831;10.183299389002;6.22950819672131;29.938900203666;23.592302209551;NA;3.59230220955096;NA;3.39272986457591;NA;0.798289379900214;10.7942973523422;12.088382038489;23.4215885947047;29.4939415538133;7.94297352342159;3.27868852459016;5.10756922665674;3.4022073592226;37900;0.5;17600;5.9;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE22";857844;15.5305626664055;11.4778444565679;55.0249229463632;9.43609793855293;8.53057199211045;NA;NA;NA;NA;NA;13.6054421768707;17.2979421413659;60.2040816326531;45.4518341783477;26.1904761904762;37.2800477184611;40.6332461926479;15.7651468983186;29.8592350348358;71.0339217165083;1.68693147165306;NA;1.69997017596183;14.6258503401361;17.7751267521622;8.50340136054422;8.85773933790635;33.3333333333333;21.4434834476588;NA;2.17715478675813;NA;2.71398747390397;NA;0.626304801670146;8.50340136054422;9.0068595287802;25.5102040816327;33.1345064121682;6.80272108843537;2.59469132120489;5.17966322032865;3.02002803020028;27000;2.8;16800;5.8;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE23";1471126;16.2877279036602;11.3911384884775;53.544971674758;9.29016277327707;9.48599915982723;NA;NA;NA;NA;NA;15.748031496063;18.4026622296173;56.6929133858268;38.7021630615641;27.755905511811;42.8951747088186;46.2195570908145;14.0572657290272;30.3142417262409;76.296726984667;2.28078241697771;NA;1.33111480865225;18.7007874015748;17.9201331114809;9.64566929133859;7.3044925124792;32.6771653543307;20.4658901830283;NA;3.39434276206323;NA;3.32778702163062;NA;0.465890183028286;8.07086614173228;9.55074875207987;22.4409448818898;32.7787021630616;NA;3.44425956738769;5.78834930599482;2.14196697476373;29700;1.6;18400;9.6;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE24";1108408;16.960992703048;11.7446824634972;52.8907225498192;9.09484594120577;9.30875634242986;NA;NA;NA;NA;NA;13.9194139194139;12.8912234624644;57.5091575091575;35.6314291967608;28.5714285714286;51.4992339680455;45.1891262211955;14.6347671163146;20.9711243748992;77.936698820459;2.30406839651546;NA;0.700372072663603;11.3553113553114;9.63011599912454;NA;4.79317137229153;37.3626373626374;24.0096301159991;NA;5.07769752681112;NA;5.55920332676735;NA;NA;8.79120879120879;12.4097176625082;24.1758241758242;31.9325891880061;NA;5.51543007222587;4.76267293495879;2.80909915246713;35300;1.7;20200;9.5;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE25";1177935;14.9459859839465;11.5577684676998;51.6924957658954;10.802972999359;11.0007767830992;NA;NA;NA;NA;NA;16.0839160839161;19.1064844936023;51.5151515151515;42.702233788766;32.4009324009324;38.169594448059;43.8381793398823;14.6853315204993;31.5109847733633;75.7262228528635;2.56975322581901;NA;2.08197787898504;16.3170163170163;18.7161136412926;14.6853146853147;8.54478421166775;32.8671328671329;22.2511385816526;NA;1.80004337453915;NA;2.29885057471264;NA;0.715679895901106;6.99300699300699;8.7399696378226;21.4452214452214;31.4899154196487;NA;3.36152678377792;4.77439163232777;2.11911605692272;31700;2;17900;8;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE3";3586142;17.5736766698028;12.5096552227993;52.7099596167692;8.75160548578389;8.45510300484476;NA;NA;NA;NA;NA;22.668240850059;19.0047085565839;53.6009445100354;38.2286085403475;23.6127508854782;42.7666829030687;38.1458529437598;12.074430969351;18.8803737734444;65.165845436645;2.54433545037168;NA;1.33950316609839;10.5076741440378;13.1758402338042;11.5702479338843;7.00600746874493;30.9327036599764;19.8571196622828;NA;2.50852411105699;NA;3.27163500568274;NA;0.71440168858581;10.3896103896104;9.77431401201494;26.2101534828808;37.9119987010878;6.25737898465171;4.44877415164799;8.93864212886803;6.2973577865604;23700;1.3;15600;5.7;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE31";391609;17.6308511806419;13.0888207370106;51.8907890268099;9.1739464619046;8.21559259363294;NA;NA;NA;NA;NA;NA;11.5970841616965;61.5384615384615;30.0198807157058;NA;58.3830351225977;43.2174440067219;12.5692167828315;15.2174337163704;74.2585220142809;4.8458861363603;NA;NA;NA;10.5367793240557;NA;4.7713717693837;34.6153846153846;18.8204108681246;NA;4.30748840291584;NA;5.89794565937707;NA;1.39165009940358;NA;13.7839628893307;28.2051282051282;33.2007952286282;NA;6.16302186878728;5.07247790545682;5.4780772367073;35800;3.8;18900;9.4;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE32";1334423;17.6624653501926;12.2321782523233;52.8155614823785;8.78259742225666;8.50719749284897;NA;NA;NA;NA;NA;22.1843003412969;19.9484294421003;58.3617747440273;42.3347398030942;19.4539249146758;37.6933895921238;36.357767742682;10.3937337153842;17.9502416849947;60.5292692928178;2.0371100776269;NA;1.21894045944679;11.9453924914676;14.8616971401782;9.89761092150171;7.14955461790905;30.3754266211604;20.1359587435537;NA;2.13314580403188;NA;2.55508673230192;NA;0.70323488045007;11.6040955631399;8.72011251758087;25.5972696245734;38.3028598218472;6.8259385665529;4.21940928270042;10.4148159947068;7.33594491350155;21000;0.3;14800;4.3;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE33";1095661;17.1558538635582;12.4604234338906;52.9066928548155;8.83138123927018;8.64564860846557;NA;NA;NA;NA;NA;29.0076335877863;21.318562550662;46.1832061068702;36.8549040799784;25.1908396946565;41.7995136449608;36.7543950285622;12.5466810338465;19.1907649937007;63.8457902490693;2.35000443889727;NA;0.729532558767901;11.4503816793893;13.6179410970008;14.8854961832061;7.32234531207782;29.3893129770992;20.6160497162929;NA;2.53985409348825;NA;2.35071602269657;NA;0.648473385571467;8.3969465648855;9.42988381518508;27.4809160305344;37.9356930559308;NA;4.83653066738719;9.1558993290557;6.4750753947135;23800;0.9;15300;6.7;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE34";278219;18.8348027992337;12.9764681779462;52.280038387026;7.81147225746624;8.09721837832786;NA;NA;NA;NA;NA;NA;18.7861271676301;45.0549450549451;39.4990366088632;35.1648351648352;41.6184971098266;40.8777651520741;15.150844364427;25.2056615793701;71.3632582346187;NA;NA;3.3718689788054;NA;11.271676300578;NA;8.47784200385357;34.0659340659341;21.868978805395;NA;2.21579961464355;NA;6.16570327552987;NA;NA;NA;10.6936416184971;23.0769230769231;31.9845857418112;NA;3.17919075144509;7.47860288618674;4.7252760398598;21000;1.6;15600;4.5;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
"BE35";486230;17.5038561997409;12.6485408140181;52.8825864302902;8.68457314439669;8.2804434115542;NA;NA;NA;NA;NA;17.741935483871;18.2825484764543;58.8709677419355;37.4515235457064;23.3870967741935;44.2659279778393;40.5144391576765;13.4955758343286;20.1622737841661;70.1976813375283;2.5457939846525;NA;1.82825484764543;NA;11.5235457063712;NA;7.03601108033241;29.8387096774194;17.3407202216066;NA;1.99445983379501;NA;2.99168975069252;NA;NA;NA;9.08587257617728;26.6129032258065;44.3767313019391;NA;3.49030470914127;8.61774605290971;4.57646029169088;22800;1.6;15800;5;31.68;24;18.62;16.57;13.58;NA;13.88;14.84;13.81;31.65;23.85;18.67;15.68;12.44;NA;14.36;14.05;12.7;32.09;26.59;18.71;16.77;15.27;NA;13.91;12.7;12.55;1.49
